claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
80206848,54,F,0,46,139830.4,1,1,Own,50020,8/10/2023,Thursday,Parking Lot,1,0,50,Broker,0,5,Compact,10712.74028,blue,16031.29479,1473.33217,1000,1310.8,7.141083124,8,N
80269056,60,M,1,61,84964.8,1,1,Rent,50043,5/24/2023,Wednesday,Parking Lot,0,0,76,Broker,0,5,Compact,36759.12895,silver,18724.2007,5054.747223,2000,1356.92,10.61114706,3,N
80331264,33,M,1,93,99017.6,1,1,Rent,20143,5/27/2023,Saturday,Parking Lot,0,0,5,Broker,0,6,Medium,27578.21233,black,33485.87211,7266.58763,1000,1060.74,9.095421285,6,N
80600832,52,F,1,80,84964.8,1,1,Own,85003,2/26/2024,Monday,Local,0,0,50,Broker,0,3,Large,16531.39301,white,17062.82532,5480.168628,1000,1331.94,9.579661826,5,N
80808192,50,F,1,88,139830.4,1,1,Rent,50005,12/27/2024,Friday,Local,2,0,6,Broker,1,5,Compact,29703.66748,silver,7521.594979,5610.337174,2000,1101.83,9.69964805,2,N
80953344,39,F,0,61,27504.0,0,0,Own,85033,7/7/2023,Friday,Highway,1,1,23,Broker,1,5,Medium,29104.57218,black,31671.70707,2940.913917,500,944.03,8.451997586,7,Y
81077760,42,F,0,84,99017.6,1,1,Own,50054,11/6/2023,Monday,Highway,0,0,15,Broker,0,3,Compact,30157.73322,other,22561.92537,6717.249807,2000,1453.61,10.81834791,6,N
81388800,43,M,1,37,84964.8,1,1,Own,15043,6/1/2023,Thursday,Local,0,1,54,Broker,0,3,Medium,10196.10343,red,23576.9134,3637.076732,1000,1347.04,8.996826979,3,N
81471744,57,F,1,75,27504.0,1,1,Rent,50013,8/24/2024,Saturday,Local,2,0,50,Broker,1,6,Medium,16318.95273,black,31816.56978,1391.859723,1000,1310.8,10.41049893,5,Y
81492480,57,F,1,64,99017.6,1,1,Rent,80027,10/14/2023,Saturday,Parking Lot,0,0,49,Broker,0,4,Compact,20430.66328,silver,42360.1064,4628.770095,1000,1436.79,9.514473348,7,N
81513216,32,M,1,60,139830.4,1,1,Rent,15022,6/3/2024,Monday,Local,0,1,22,Broker,1,7,Compact,16218.99812,blue,12424.72486,8555.371444,500,1383.49,8.778279774,7,N
81927936,43,F,1,93,84964.8,1,1,Own,15047,6/25/2023,Sunday,Local,0,0,95,Broker,1,4,Medium,17557.08637,other,18146.52843,2252.118103,1000,1331.94,10.84650589,2,N
81948672,38,M,0,94,27504.0,0,1,Own,50025,4/21/2024,Sunday,Parking Lot,0,0,10,Broker,0,2,Compact,15715.95679,other,27809.82736,3976.834132,1000,1361.45,11.15997287,1,Y
81969408,36,F,1,92,99017.6,0,0,Own,50037,3/5/2023,Sunday,Parking Lot,0,0,50,Broker,0,4,Large,30783.30451,gray,29667.50758,5940.725461,2000,1188.51,8.861483299,4,N
81990144,43,M,0,42,139830.4,1,1,Own,15035,4/29/2023,Saturday,Parking Lot,0,0,73,Broker,0,2,Medium,48512.76497,blue,27122.54916,4916.325961,2000,1101.83,10.67428871,6,N
82550016,54,F,1,63,84964.8,0,0,Rent,85031,9/25/2024,Wednesday,Parking Lot,0,1,33,Broker,1,7,Medium,21362.79457,black,9328.740782,2558.440191,1000,1235.14,12.40008396,7,N
82591488,53,M,1,90,27504.0,0,1,Rent,85027,10/28/2023,Saturday,Highway,0,1,73,Broker,0,4,Compact,13376.89349,red,33764.3422,7146.319656,1000,1347.04,11.58567394,5,Y
82632960,42,M,1,75,99017.6,1,0,Rent,85018,12/14/2023,Thursday,Local,3,1,18,Broker,1,3,Medium,4056.298636,blue,12753.89258,4848.686197,1000,1310.8,7.421417057,3,N
83130624,32,M,0,72,99017.6,1,1,Own,15012,1/12/2023,Thursday,Parking Lot,0,0,34,Broker,1,7,Large,22400.3269,black,37161.37403,3924.49871,500,1093.83,13.26280163,3,N
83731968,34,M,1,66,99017.6,1,0,Own,85002,11/3/2023,Friday,Local,0,1,65,Broker,1,5,Large,34458.87381,other,35875.68175,7008.604146,1000,1280.88,10.61393942,2,N
84125952,56,M,1,78,27504.0,0,0,Rent,85008,10/11/2023,Wednesday,Parking Lot,0,0,77,Broker,1,3,Compact,44438.52538,silver,59800.43779,5153.58957,500,1383.49,11.24174659,2,Y
84167424,37,F,1,58,99017.6,1,1,Own,80028,3/25/2023,Saturday,Parking Lot,0,0,50,Broker,0,2,Medium,16062.81813,black,26569.18644,7827.164917,2000,1356.92,11.65240013,3,N
84602880,48,F,1,79,84964.8,0,0,Own,85031,12/29/2023,Friday,Local,2,0,91,Broker,1,3,Medium,11853.36881,black,11177.52981,4898.790232,2000,1188.51,12.56179932,4,N
84685824,43,M,1,88,99017.6,0,1,Own,85011,3/7/2024,Thursday,Local,0,0,99,Broker,1,6,Large,18673.38962,red,23103.74824,3676.488351,1000,840.95,11.87468933,6,N
84748032,60,M,1,84,139830.4,1,0,Own,85068,9/23/2024,Monday,Local,2,0,82,Broker,1,6,Medium,15075.89586,other,31183.59193,5726.886268,1000,1503.21,11.1949865,2,N
87257088,59,M,1,87,25224.0,1,1,Rent,50036,5/31/2023,Wednesday,Parking Lot,0,1,45,Broker,1,3,Compact,28913.13791,blue,37333.85868,3238.609416,500,1093.83,9.219973634,4,Y
87651072,40,F,0,81,29009.6,1,0,Own,50025,12/3/2023,Sunday,Parking Lot,0,0,17,Broker,0,5,Large,25175.7162,white,17971.93843,6193.435456,1000,1503.21,9.645008689,4,Y
88729344,41,F,1,52,159411.2,1,0,Rent,20156,8/25/2024,Sunday,Highway,1,1,74,Broker,1,7,Medium,44617.31907,black,25319.86346,2059.20161,1000,1361.45,14.67427094,2,N
88812288,64,F,1,73,36532.8,1,0,Own,20112,5/9/2024,Thursday,Highway,0,0,96,Broker,1,6,Compact,16095.80981,gray,58582.65015,6446.784973,2000,1188.51,8.049738247,6,Y
89061120,48,F,1,94,159411.2,1,1,Own,80001,12/13/2023,Wednesday,Local,0,0,99,Broker,0,7,Large,52585.68863,gray,38485.03538,4418.143686,500,944.03,10.39006637,5,N
89081856,36,M,1,86,159411.2,1,0,Own,15001,10/13/2023,Friday,Parking Lot,0,0,57,Broker,1,5,Compact,10346.01011,gray,19085.97126,5114.886095,2000,1453.61,10.56948157,3,N
89164800,46,M,0,72,159411.2,0,1,Own,80037,4/8/2024,Monday,Local,1,0,14,Broker,0,9,Compact,31390.2174,other,15145.37036,4925.313597,1000,1248.05,12.39330967,6,N
89227008,52,M,0,56,159411.2,0,1,Own,80012,3/6/2023,Monday,Highway,1,0,50,Broker,1,5,Medium,26883.0106,white,24181.97016,4229.318845,500,1564.43,9.892921898,3,N
89330688,35,F,1,78,159411.2,0,0,Own,80024,5/31/2024,Friday,Local,4,0,9,Broker,1,4,Medium,26508.39105,silver,15747.19325,3842.847238,500,722.66,9.94861309,3,N
89413632,36,F,1,95,37328.0,0,1,Own,15030,12/5/2024,Thursday,Parking Lot,0,0,86,Broker,1,1,Medium,11507.36998,white,20602.51755,2347.074797,1000,1235.14,8.646630378,4,Y
89434368,44,F,1,86,40529.6,0,1,Own,20116,4/23/2023,Sunday,Local,0,0,3,Broker,0,4,Compact,16618.47584,other,21525.77545,6504.345597,1000,1347.04,10.91634975,9,Y
92586240,42,F,1,94,29787.2,1,0,Own,15009,5/21/2024,Tuesday,Local,0,0,35,Broker,1,6,Compact,32833.55848,silver,9615.463726,1047.999052,1000,1436.79,10.58365329,5,Y
93540096,38,M,1,85,82908.8,1,1,Rent,85013,8/24/2024,Saturday,Local,3,0,83,Broker,1,2,Compact,17481.7004,black,11254.15085,4342.30749,1000,1248.05,8.201939063,6,N
93602304,36,M,1,66,82908.8,1,0,Own,50011,4/21/2023,Friday,Local,3,1,2,Broker,1,6,Compact,20129.67695,other,7142.333994,3924.348923,500,1564.43,9.67966542,4,N
94162176,45,M,1,40,82908.8,0,1,Own,20105,5/24/2024,Friday,Parking Lot,0,0,98,Broker,0,3,Compact,14185.4546,black,32964.82034,2475.338982,1000,1200.09,8.661258375,6,N
94245120,43,M,1,72,82908.8,0,0,Own,80041,2/20/2024,Tuesday,Local,1,0,4,Broker,1,4,Compact,31157.84229,white,26557.27219,10842.60354,1000,988.93,11.86134286,6,N
94763520,57,F,1,87,82908.8,1,0,Rent,20111,2/5/2024,Monday,Local,0,0,98,Broker,0,8,Compact,22674.42646,other,43747.84483,7130.717758,1000,1280.88,9.24782162,4,N
94929408,41,M,1,88,82908.8,0,1,Own,15010,6/19/2024,Wednesday,Parking Lot,0,0,47,Broker,1,4,Large,16619.30515,red,27604.71403,5006.496837,1000,1235.14,11.5208419,2,N
95074560,59,M,1,86,82908.8,1,0,Own,15015,7/7/2023,Friday,Local,0,0,91,Broker,1,3,Medium,17541.45404,other,34297.38298,5262.336279,1000,1347.04,12.08514669,2,N
95841792,46,M,1,59,82908.8,1,1,Rent,20160,11/30/2024,Saturday,Local,0,1,96,Broker,0,4,Medium,35032.36414,other,20052.85672,3947.383102,1000,840.95,13.5496579,1,N
95862528,40,M,0,96,82908.8,1,1,Rent,85078,7/6/2024,Saturday,Local,1,0,52,Broker,1,5,Large,21864.22807,gray,33243.14714,5530.091297,1000,1503.21,6.278528808,3,N
95883264,56,M,1,78,82908.8,1,1,Own,85026,12/3/2024,Tuesday,Parking Lot,1,1,100,Broker,1,7,Medium,29966.82681,black,48577.01107,7201.513064,1000,1722.5,10.1677829,6,N
95986944,45,F,0,88,82908.8,0,0,Own,20119,5/11/2023,Thursday,Local,0,0,80,Broker,1,6,Compact,7787.945922,red,46861.52212,3214.683413,2000,1453.61,9.612242332,5,N
96132096,74,F,1,82,82908.8,1,1,Own,20107,2/21/2024,Wednesday,Highway,1,0,99,Broker,1,2,Medium,49718.00992,white,32716.21229,10629.84865,1000,1248.05,8.334190319,1,N
96152832,49,F,1,90,82908.8,1,0,Rent,80005,9/28/2023,Thursday,Local,0,0,67,Broker,1,6,Compact,9419.233918,red,26377.17475,8939.161436,500,1564.43,9.563548785,4,N
96194304,39,F,1,72,82908.8,1,0,Rent,50048,12/22/2024,Sunday,Local,0,0,93,Broker,0,5,Compact,16448.76576,silver,22202.39796,3285.696207,1000,1280.88,11.7745693,4,N
96339456,32,M,1,61,82908.8,1,0,Rent,20153,10/3/2024,Thursday,Highway,1,1,99,Broker,0,6,Large,27168.32582,white,41525.66747,4905.280618,1000,1347.04,9.24975709,4,N
96401664,41,F,1,72,82908.8,0,1,Rent,50029,6/28/2024,Friday,Local,0,0,25,Broker,0,10,Large,19648.65257,blue,43652.75217,3824.428986,1000,1310.8,11.77364562,4,N
96422400,48,M,1,73,11939.2,1,0,Own,85020,10/12/2023,Thursday,Parking Lot,0,1,47,Broker,0,4,Compact,35039.77727,other,28125.86993,3302.723514,1000,1436.79,11.81356939,5,Y
96443136,51,F,1,71,82908.8,1,0,Rent,80033,8/12/2024,Monday,Local,0,0,98,Broker,0,7,Compact,19923.31311,silver,10891.69098,9671.551949,500,1383.49,9.664512539,8,N
96505344,58,F,0,86,32931.2,1,1,Own,80033,6/24/2023,Saturday,Parking Lot,5,0,2,Broker,1,8,Compact,22365.46442,gray,18016.26822,4625.834701,1000,766.19,12.17232249,4,Y
97023744,56,F,1,82,87097.6,1,0,Own,80014,6/23/2023,Friday,Parking Lot,1,1,50,Broker,0,3,Medium,9974.720195,red,40796.06285,7524.962751,2000,1188.51,10.21523063,0,N
97396992,46,F,1,85,87097.6,1,0,Own,85002,7/24/2024,Wednesday,Local,0,0,100,Broker,0,7,Medium,12773.60729,other,21977.93014,2774.519081,500,944.03,8.499218444,5,N
97438464,47,F,1,84,25468.8,1,1,Rent,80033,11/24/2023,Friday,Local,0,0,76,Broker,1,4,Medium,30612.66359,gray,14972.80821,4020.827775,2000,1453.61,9.804492286,3,Y
97998336,36,F,1,91,25468.8,1,0,Own,15032,1/2/2024,Tuesday,Parking Lot,1,0,99,Broker,0,2,Compact,11732.20217,gray,24899.03449,9665.876605,1000,766.19,10.50887539,8,Y
98516736,42,F,1,65,87097.6,1,0,Own,50020,1/7/2023,Saturday,Local,0,1,35,Broker,0,5,Compact,14928.91017,other,15003.32036,2861.361045,2000,1188.51,9.570234033,7,N
98558208,56,F,1,67,25468.8,1,1,Rent,20151,5/13/2023,Saturday,Local,0,0,99,Broker,0,5,Medium,48756.57453,white,12878.27316,4797.740043,2000,1101.83,12.52685389,5,Y
98972928,50,M,1,84,87097.6,0,1,Rent,20152,12/13/2023,Wednesday,Local,0,0,9,Broker,1,10,Large,7844.768762,blue,13810.21129,4495.888828,1000,1280.88,9.328909698,4,N
99159552,28,M,1,77,87097.6,1,0,Rent,15043,1/1/2024,Monday,Local,3,0,76,Broker,0,5,Medium,15463.813,blue,14548.8938,1855.331511,1000,1310.8,11.09365008,5,N
99242496,52,M,0,66,25468.8,1,1,Own,20138,6/23/2023,Friday,Parking Lot,0,0,28,Broker,1,2,Large,36439.27426,other,32032.61408,3050.149955,1000,1436.79,10.59697472,6,Y
99532800,57,M,0,76,87097.6,1,1,Own,50038,4/27/2023,Thursday,Local,0,0,36,Broker,1,3,Medium,18461.85003,blue,13062.19195,1846.969346,500,1533.71,8.485138265,3,N
99698688,77,M,1,74,87097.6,1,0,Own,50006,8/12/2023,Saturday,Highway,0,0,49,Broker,1,4,Medium,22581.03984,blue,11519.99087,5250.284215,1000,988.93,10.76660941,2,N
99719424,47,M,1,86,25468.8,0,1,Own,15060,4/28/2024,Sunday,Highway,0,1,70,Broker,1,3,Medium,21281.57083,blue,20161.54582,2638.656018,1000,1331.94,8.875285401,5,Y
100113408,35,F,1,73,87097.6,1,0,Own,20109,1/29/2024,Monday,Parking Lot,3,0,29,Broker,1,7,Large,25478.72848,blue,15454.08806,8099.992774,2000,1453.61,8.87025402,6,N
100175616,62,F,0,61,25468.8,1,0,Own,15022,10/21/2024,Monday,Highway,1,0,75,Broker,0,2,Large,16243.35317,silver,12727.55179,5559.875794,500,1672.88,12.08081149,4,Y
100528128,43,M,1,83,87097.6,1,1,Own,85013,8/20/2023,Sunday,Local,6,0,98,Broker,1,5,Medium,8067.121338,silver,12002.66938,3458.34767,1000,1310.8,8.800701555,3,N
100569600,53,M,1,77,25468.8,1,1,Own,50002,4/19/2023,Wednesday,Highway,0,1,86,Broker,0,9,Compact,26630.4683,blue,11767.06744,3472.179488,1000,1436.79,10.32806297,5,Y
101606400,36,M,1,88,87097.6,0,0,Rent,20101,10/18/2023,Wednesday,Highway,5,1,69,Broker,1,7,Compact,28813.43709,red,14721.59071,2014.778549,500,944.03,9.565464882,7,N
101710080,57,F,0,71,87097.6,0,1,Own,50022,10/7/2024,Monday,Parking Lot,0,0,83,Broker,1,3,Medium,12095.49738,black,19418.95535,1944.799752,1000,1248.05,7.476600276,6,N
101938176,33,M,1,84,87097.6,0,1,Own,80025,1/27/2024,Saturday,Local,0,0,97,Broker,1,3,Compact,7664.381052,red,19804.82414,3733.915107,1000,1347.04,7.574617528,4,N
102311424,45,M,1,81,25468.8,0,1,Rent,85035,11/25/2023,Saturday,Local,1,0,50,Broker,1,9,Compact,24907.01082,red,22054.44839,6592.985949,1000,1060.74,9.685016209,2,Y
102643200,42,M,1,89,25468.8,1,1,Rent,20149,9/9/2024,Monday,Parking Lot,0,0,88,Broker,1,1,Large,7835.82939,other,8631.145707,6390.310698,1000,988.93,10.15033538,3,Y
102767616,34,M,1,66,25468.8,1,1,Rent,15024,12/23/2024,Monday,Local,0,0,9,Broker,1,3,Compact,16408.90764,black,21249.1208,8612.356648,2000,1101.83,8.954281825,2,Y
103576320,41,M,1,54,29420.8,0,1,Rent,80020,6/30/2023,Friday,Parking Lot,0,0,51,Broker,0,8,Compact,38809.10131,red,41237.84009,3482.971086,1000,766.19,6.256071976,2,Y
104467968,31,F,1,85,44969.6,1,0,Rent,15012,5/24/2024,Friday,Highway,0,0,16,Broker,1,3,Large,7883.444172,red,13762.35245,4326.081602,1000,1280.88,9.011046549,4,Y
105649920,57,M,0,67,34672.0,0,0,Rent,20128,7/19/2023,Wednesday,Highway,0,0,87,Broker,0,2,Compact,28081.68986,blue,14399.84211,7622.100514,1000,1248.05,8.615898326,3,Y
106811136,51,M,1,71,82908.8,0,1,Rent,85066,5/10/2024,Friday,Local,0,0,13,Broker,1,2,Compact,28966.37715,red,29741.3981,2296.090264,1000,840.95,9.561932957,3,N
109983744,51,M,0,68,82908.8,1,1,Rent,50022,12/5/2024,Thursday,Parking Lot,0,0,89,Broker,1,4,Medium,12356.73613,white,23161.01439,5220.62018,1000,1347.04,12.4255067,10,N
110833920,47,M,1,63,111603.2,1,1,Rent,85050,12/5/2023,Tuesday,Local,0,0,8,Broker,1,4,Medium,25257.23493,gray,34764.55675,10970.14091,1000,1503.21,10.26887434,5,N
110854656,34,M,1,74,111603.2,1,1,Own,85077,4/2/2024,Tuesday,Highway,2,0,52,Broker,1,8,Medium,24844.44451,silver,31266.59266,4102.539193,1000,1722.5,11.60432037,2,N
111207168,59,F,1,31,111603.2,1,1,Rent,80047,8/8/2023,Tuesday,Local,0,1,97,Broker,1,4,Medium,17228.12042,silver,15381.03941,7072.106236,1000,1280.88,13.29951412,9,N
111290112,55,F,1,85,111603.2,1,0,Own,85013,4/1/2024,Monday,Local,2,0,21,Broker,1,6,Compact,23537.97206,gray,14852.44677,6429.898992,1000,1235.14,10.39643796,4,N
111414528,34,M,1,88,111603.2,0,1,Rent,80105,7/8/2024,Monday,Parking Lot,2,0,56,Broker,1,5,Medium,14443.33787,gray,18126.29384,7174.550025,1000,1347.04,10.37608221,4,N
111912192,54,F,1,90,111603.2,0,0,Own,20132,3/31/2023,Friday,Local,0,0,24,Broker,1,5,Compact,45767.8642,white,29206.97205,3500.583624,1000,1331.94,8.458186809,3,N
111932928,48,M,0,64,111603.2,1,1,Own,20152,11/20/2023,Monday,Local,0,0,81,Broker,1,3,Medium,29490.00075,gray,14869.61675,2705.746084,1000,1361.45,5.731299988,5,N
112015872,47,M,1,52,111603.2,1,1,Rent,85065,2/19/2023,Sunday,Parking Lot,0,0,100,Broker,1,5,Compact,7188.78106,other,23369.88113,5445.942017,2000,1101.83,10.16061434,4,N
112161024,56,F,1,61,111603.2,1,1,Own,50002,9/17/2024,Tuesday,Parking Lot,0,0,4,Broker,1,7,Compact,17237.64385,red,19129.64737,3763.046557,1000,840.95,10.12163987,3,N
112181760,50,M,1,94,111603.2,0,1,Own,80104,1/4/2023,Wednesday,Parking Lot,0,0,50,Broker,1,5,Large,25251.31523,white,19322.80363,3172.476038,1000,1503.21,7.467805572,7,N
112223232,48,M,1,75,111603.2,1,1,Rent,80020,10/5/2023,Thursday,Parking Lot,0,1,2,Broker,0,4,Medium,29885.38575,red,22553.64976,3938.690862,1000,1722.5,9.368200148,3,N
113633280,39,F,0,64,111603.2,1,1,Own,15001,6/24/2023,Saturday,Parking Lot,0,0,31,Broker,0,1,Medium,31464.20196,blue,12450.57971,4220.113208,2000,1188.51,10.63338973,7,N
113736960,39,M,1,81,111603.2,1,1,Rent,15018,11/30/2024,Saturday,Parking Lot,0,1,63,Broker,1,4,Large,34704.82967,blue,13140.1956,7269.616995,2000,1101.83,9.008854206,4,N
113757696,62,M,1,33,111603.2,1,1,Rent,50010,2/18/2024,Sunday,Parking Lot,3,0,3,Broker,1,10,Medium,16278.24016,black,25701.71928,4360.72728,1000,840.95,9.656916444,1,N
113861376,41,M,1,68,111603.2,1,0,Rent,20102,4/8/2024,Monday,Highway,1,1,19,Broker,0,6,Large,29639.60084,gray,34457.16081,2617.836281,1000,1503.21,10.06577356,2,N
113882112,64,F,1,46,111603.2,1,0,Rent,50032,5/25/2024,Saturday,Parking Lot,1,0,11,Broker,0,5,Compact,28962.2869,white,13701.08482,5133.572477,1000,1722.5,8.569404395,1,N
117987840,74,F,1,84,111603.2,1,0,Rent,20136,12/12/2023,Tuesday,Local,0,0,84,Broker,1,8,Large,7376.326637,red,11419.97113,1297.910456,500,951.56,9.278670976,8,N
118029312,46,M,1,66,111603.2,1,0,Own,80027,1/9/2023,Monday,Highway,0,1,0,Broker,0,4,Medium,14964.52308,blue,14967.21966,2321.331801,500,1533.71,11.27340153,2,N
118464768,53,M,0,54,111603.2,1,1,Rent,80027,12/19/2023,Tuesday,Highway,0,0,0,Broker,0,6,Medium,8926.572527,gray,50891.20655,6425.340246,1000,1503.21,10.42459844,2,N
118526976,34,M,1,68,111603.2,0,1,Own,50057,1/19/2024,Friday,Local,0,0,99,Broker,1,6,Large,25876.52601,gray,12645.69896,4543.905164,1000,1722.5,10.56080979,2,N
118713600,43,F,1,72,111603.2,1,1,Own,20148,9/29/2024,Sunday,Highway,0,0,81,Broker,1,9,Large,18317.20137,red,9593.602588,5085.526008,500,944.03,10.61377466,2,N
118817280,32,M,0,49,-1.6,0,1,Rent,15022,8/27/2023,Sunday,Parking Lot,0,1,92,Broker,1,3,Large,27550.16141,gray,16293.71651,4407.63998,500,1672.88,10.9534767,3,N
118879488,67,F,1,50,111603.2,0,1,Own,15010,9/29/2024,Sunday,Parking Lot,0,1,55,Broker,0,4,Large,52387.94927,white,34770.35971,5047.145808,1000,1248.05,8.395929975,4,N
119397888,36,M,1,54,107304.0,1,0,Rent,80046,3/31/2024,Sunday,Parking Lot,3,0,19,Broker,1,6,Medium,34934.52264,blue,13754.05025,2100.799622,1000,766.19,8.230595313,5,N
121927680,48,F,1,76,91539.2,1,1,Rent,0,7/27/2024,Saturday,Parking Lot,0,1,42,Broker,0,9,Medium,28448.78922,white,9199.933494,4309.986833,500,1383.49,9.227979477,2,N
122300928,39,M,1,62,107304.0,1,0,Own,20160,8/23/2023,Wednesday,Highway,1,0,15,Broker,1,5,Compact,12427.19862,silver,37368.96382,3718.285067,500,951.56,11.21102956,8,N
122321664,53,F,0,41,100164.8,1,0,Own,50054,9/23/2024,Monday,Local,5,0,18,Broker,1,4,Compact,68745.84778,silver,12436.13969,2878.964425,500,1533.71,9.094457033,2,N
123130368,43,F,1,77,107304.0,1,1,Own,20149,8/2/2023,Wednesday,Local,0,0,100,Broker,1,4,Compact,54727.75113,black,16190.48005,1374.653375,500,1672.88,14.5265104,4,N
123151104,46,M,0,92,100164.8,1,0,Own,15046,1/22/2024,Monday,Local,3,0,16,Broker,1,8,Medium,29267.54248,black,29691.93437,4200.696265,1000,1248.05,7.183181987,7,N
123586560,62,M,1,45,91539.2,1,1,Own,50001,9/20/2024,Friday,Local,0,0,24,Broker,1,7,Large,28759.27269,black,23429.1986,2203.05575,500,1533.71,10.90986006,2,N
123731712,48,F,1,60,100164.8,1,0,Own,50009,10/2/2023,Monday,Local,4,0,49,Broker,1,7,Compact,22287.06711,black,12986.3356,9129.004258,500,1093.83,10.50718495,3,N
123773184,55,F,1,67,91539.2,1,0,Rent,20122,11/6/2024,Wednesday,Parking Lot,1,0,15,Broker,1,9,Medium,33462.22628,blue,34764.02628,2647.79613,1000,988.93,10.78661785,4,N
123980544,47,F,0,83,100164.8,1,0,Rent,80014,5/22/2024,Wednesday,Local,0,1,42,Broker,0,3,Medium,20615.24718,gray,14999.78398,4337.97502,1000,840.95,9.913877348,7,N
124457472,79,F,1,57,91539.2,1,0,Own,15021,1/14/2023,Saturday,Local,1,0,94,Broker,1,3,Large,35988.67504,red,46577.13595,5117.229432,1000,1436.79,10.77727598,5,N
124602624,57,M,1,45,107304.0,1,0,Own,15010,7/17/2023,Monday,Highway,0,1,93,Broker,1,3,Medium,25567.05222,black,13751.2564,4253.679646,500,1383.49,9.757360416,2,N
124623360,40,F,1,87,100164.8,0,1,Own,50054,2/12/2024,Monday,Local,0,0,7,Broker,1,5,Medium,18488.93779,other,22473.59258,6110.297393,2000,1356.92,10.4877081,3,N
124644096,66,F,1,95,91539.2,1,1,Rent,80024,5/10/2023,Wednesday,Highway,2,0,1,Broker,0,5,Large,12850.4989,black,28749.03934,7167.513198,1000,766.19,9.856613573,3,N
125058816,52,F,1,97,100164.8,0,1,Own,50054,3/1/2024,Friday,Parking Lot,0,0,64,Broker,1,2,Compact,44504.75981,red,21055.42793,3625.379339,500,1093.83,11.58938672,7,N
125183232,66,M,1,88,91539.2,1,1,Rent,20149,8/6/2023,Sunday,Parking Lot,0,0,85,Broker,0,7,Compact,22728.22373,red,22832.67225,5306.631438,2000,1188.51,9.075260638,5,N
125307648,40,F,1,98,91539.2,1,0,Own,80019,11/8/2023,Wednesday,Highway,0,1,100,Broker,0,7,Compact,39658.0536,silver,29638.2667,6702.544455,1000,1503.21,10.68831643,5,N
125494272,43,F,1,72,100164.8,1,1,Own,80031,11/6/2024,Wednesday,Local,0,1,1,Broker,0,3,Compact,11200.98969,white,29548.47758,2756.000682,500,944.03,9.927868327,4,N
125515008,51,M,1,97,91539.2,0,0,Own,15038,11/14/2023,Tuesday,Parking Lot,0,1,90,Broker,0,2,Medium,11256.33767,black,13147.65082,6590.118789,2000,1453.61,9.921133186,4,N
125971200,36,M,1,91,107304.0,0,0,Own,20107,12/10/2024,Tuesday,Local,0,0,50,Broker,1,6,Compact,16516.39721,other,43309.50308,5687.279363,2000,1356.92,9.193386046,3,N
126012672,48,F,1,66,100164.8,1,1,Own,80022,11/19/2023,Sunday,Local,0,0,73,Broker,0,9,Medium,34555.2531,black,17817.97481,2706.686238,1000,766.19,9.868434989,2,N
126033408,45,F,1,63,91539.2,0,1,Own,85072,9/20/2023,Wednesday,Local,3,1,40,Broker,1,4,Medium,61592.51891,other,8045.358744,7374.935177,1000,1060.74,9.143195082,6,N
126842112,44,F,0,73,91539.2,1,1,Own,20152,2/4/2024,Sunday,Local,0,0,100,Broker,1,5,Large,29842.70545,silver,18470.13396,4549.095296,500,1672.88,11.38534694,1,N
127008000,42,F,1,70,100164.8,0,0,Own,85013,8/12/2023,Saturday,Local,1,0,88,Broker,1,5,Large,36533.91245,gray,11104.9142,2678.952188,500,1564.43,7.38422149,5,N
127090944,59,M,1,59,91539.2,0,0,Own,20129,6/1/2023,Thursday,Parking Lot,0,0,52,Broker,0,3,Compact,23426.8893,other,28652.76216,4302.023958,1000,1280.88,7.854242017,5,N
128874240,51,M,1,76,82908.8,1,1,Own,50025,7/5/2024,Friday,Local,0,0,81,Broker,1,5,Medium,12437.83893,white,18050.95187,5402.842157,500,1533.71,11.69336176,9,N
143990784,51,M,0,67,82908.8,1,1,Rent,50022,8/14/2024,Wednesday,Highway,0,0,95,Broker,0,5,Large,26843.35549,red,18344.75987,1642.482035,500,722.66,11.47187867,3,N
147267072,51,F,1,29,82908.8,1,1,Own,20152,4/13/2024,Saturday,Local,0,0,100,Broker,1,7,Compact,14783.44857,other,26211.26653,4741.79911,500,722.66,12.39979042,4,N
160579584,51,M,1,64,82908.8,1,1,Rent,50006,1/22/2024,Monday,Local,0,1,50,Broker,1,2,Compact,17572.92164,silver,9397.189963,5090.467912,1000,766.19,11.89522187,3,N
162383616,51,M,0,92,82908.8,1,1,Rent,50040,12/13/2024,Friday,Local,0,0,50,Broker,0,3,Large,11284.97716,blue,57547.64607,4214.738025,1000,1310.8,9.896297657,5,N
163254528,21,F,1,88,48713.6,1,0,Rent,80105,6/13/2023,Tuesday,Local,1,0,14,Broker,1,4,Compact,11643.57337,red,24210.66426,6988.365212,2000,1453.61,8.882743847,1,Y
165722112,51,F,1,92,82908.8,1,1,Own,15055,3/7/2024,Thursday,Parking Lot,0,0,53,Broker,1,7,Large,27443.72918,blue,33905.15914,4794.834046,500,1533.71,10.12200506,5,N
